,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,auto_mark
2956,Hyundai EON Magna Optional,2013,195000,58609,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
2957,Fiat Punto Pure 1.2L FIRE,2016,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172.0,67.0,96.0,5.0,2500.0,Fiat
2958,Maruti Wagon R LXI CNG,2016,320000,43000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,77.0,5.0,3500.0,Maruti
2959,Hyundai i20 Magna 1.2,2016,590000,16500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
2960,Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,509999,165500,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,200.0,9.0,2200.0,Mahindra
2961,Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,260.0,5.0,2750.0,Tata
2962,Tata Indigo CS LS (TDI) BS III,2010,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,135.0,5.0,2500.0,Tata
2963,Maruti Zen LX,2003,58000,170000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,78.0,5.0,4500.0,Maruti
2964,Mahindra Verito 1.5 D2 BSIV,2011,200000,120000,Diesel,Individual,Manual,Third Owner,21.0,1461.0,64.1,160.0,5.0,2000.0,Mahindra
2965,Mahindra Jeep MM 540,1998,210000,47990,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Mahindra
2966,Tata Indica Vista Quadrajet LS,2014,240000,168000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,190.0,5.0,3000.0,Tata
2967,Honda Amaze E i-DTEC,2017,515000,60000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,Honda
2968,Maruti Alto LXi,2008,145000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
2969,Maruti Wagon R VXI Optional,2016,450000,5800,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
2970,Maruti A-Star Lxi,2010,179000,68700,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,90.0,5.0,3500.0,Maruti
2971,Hyundai Verna Xi (Petrol),2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,1.5193771573371133,5.0,3000.0,Hyundai
2972,Volkswagen Polo Petrol Highline 1.2L,2011,270000,60000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,110.0,5.0,3750.0,Volkswagen
2973,Hyundai EON Magna Plus,2016,335000,17000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
2974,Maruti Wagon R VXI Optional,2018,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
2975,Maruti Vitara Brezza LDi Option,2017,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,Maruti
2976,Jeep Compass 2.0 Limited,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350.0,5.0,2500.0,Jeep
2977,Chevrolet Spark 1.0 LT,2016,160000,50000,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,90.3,5.0,4200.0,Chevrolet
2978,Chevrolet Beat Diesel LT Option,2016,215000,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,142.5,5.0,1750.0,Chevrolet
2979,Maruti Swift Dzire VXI,2014,480000,72000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,Maruti
2980,Tata Manza Aqua Quadrajet BS IV,2012,140000,195000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,200.0,5.0,3000.0,Tata
2981,Hyundai EON D Lite,2012,200000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
2982,Nissan Micra Diesel XL Optional,2013,400000,83000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,Nissan
2983,Hyundai EON Era Plus,2012,180000,100000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
2984,Maruti Swift VXI Optional,2015,550000,25000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,Maruti
2985,Maruti Swift VDI Optional,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
2986,Maruti Ertiga VDI,2012,550000,67000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,Maruti
2987,Maruti Zen Estilo VXI BSIV,2011,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90.0,5.0,3500.0,Maruti
2988,Renault Pulse RxL,2013,315000,85000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,160.0,5.0,2000.0,Renault
2989,Mahindra Thar CRDe,2018,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,247.0,6.0,2000.0,Mahindra
2990,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,400000,170000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,2.0802210744749736,8.0,3400.0,Toyota
2991,Mahindra Scorpio EX,2014,540000,110000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200.0,8.0,2200.0,Mahindra
2992,Hyundai Verna 1.6 SX CRDi (O),2011,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
2993,Maruti Wagon R VXI BS IV,2014,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
2994,Hyundai Grand i10 CRDi Sportz,2014,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,160.0,5.0,2750.0,Hyundai
2995,Mahindra NuvoSport N8,2016,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,240.0,7.0,2800.0,Mahindra
2996,Maruti Wagon R LXI Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
2997,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,5.0,3250.0,Ford
2998,Maruti Swift Dzire VDI,2013,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
2999,Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,300.0,7.0,2500.0,Mahindra
3000,Mahindra TUV 300 T8,2016,625000,120000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,Mahindra
3001,Hyundai i20 Sportz 1.4 CRDi,2015,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
3002,Mahindra XUV500 W8 4WD,2012,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,Mahindra
3003,Fiat Grande Punto EVO 1.3 Dynamic,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,197.0,5.0,1750.0,Fiat
3004,Tata Safari DICOR 2.2 EX 4x2,2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179.0,138.03,320.0,7.0,2700.0,Tata
3005,Fiat Avventura Power Up 1.3 Emotion,2015,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209.0,5.0,2000.0,Fiat
3006,Maruti Wagon R LXI BSIII,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
3007,Mahindra Scorpio SLE BS IV,2012,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179.0,120.0,290.0,8.0,2800.0,Mahindra
3008,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,205.0,5.0,3250.0,Ford
3009,Maruti Wagon R LXI Minor,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84.0,5.0,3500.0,Maruti
3010,Hyundai i20 Magna,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,113.7,5.0,4000.0,Hyundai
3011,Honda City V MT,2010,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,146.0,5.0,4800.0,Honda
3012,Mahindra TUV 300 mHAWK100 T8,2016,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,Mahindra
3013,Fiat Grande Punto Active (Diesel),2012,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,75.0,197.0,5.0,1750.0,Fiat
3014,Tata Zest Revotron 1.2T XMS,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140.0,5.0,4000.0,Tata
3015,Fiat Avventura MULTIJET Emotion,2015,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209.0,5.0,2000.0,Fiat
3016,Hyundai i20 Active 1.2 S,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73,5.0,4000.0,Hyundai
3017,Maruti Alto 800 CNG LXI,2013,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796.0,47.3,69.0,5.0,3500.0,Maruti
3018,Maruti Alto 800 LXI,2016,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,Maruti
3019,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
3020,Hyundai Elite i20 Petrol Magna Exective,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,114.73,5.0,4000.0,Hyundai
3021,Hyundai EON Era Plus,2016,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
3022,Tata Zest Revotron 1.2T XMS,2017,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140.0,5.0,4000.0,Tata
3023,Mahindra Scorpio LX,2014,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290.0,9.0,2800.0,Mahindra
3024,Maruti Wagon R VXI,2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
3025,Honda Amaze VX i-DTEC,2015,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,Honda
3026,Maruti Wagon R VXI BSIII,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
3027,Maruti Gypsy King Soft Top MPI BSIV,2002,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,103.0,8.0,4500.0,Maruti
3028,Audi Q7 3.0 TDI Quattro,2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967.0,241.4,550.0,7.0,2750.0,Audi
3029,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290.0,8.0,2800.0,Mahindra
3030,Hyundai Creta 1.6 CRDi SX Plus,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,Hyundai
3031,Hyundai i20 1.4 CRDi Sportz,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,2.2841643170705592,5.0,2750.0,Hyundai
3032,Chevrolet Spark 1.0 LT,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,90.3,5.0,4200.0,Chevrolet
3033,Nissan Sunny XL,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,134.0,5.0,4000.0,Nissan
3034,Hyundai Grand i10 Asta,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,Hyundai
3035,Hyundai i20 Sportz 1.2,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
3036,Maruti Swift Dzire VXI,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,Maruti
3037,Daewoo Matiz SD,2001,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,71.0,5.0,3500.0,Daewoo
3038,Hyundai i20 Asta 1.2,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
3039,Maruti Swift VDI Optional,2017,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
3040,Hyundai Creta 1.6 CRDi SX,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,Hyundai
3041,Maruti Ertiga SHVS ZDI,2016,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750.0,Maruti
3042,Tata Indigo CS LS (TDI) BS III,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135.0,5.0,2500.0,Tata
3043,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,Hyundai
3044,Tata Tiago 1.2 Revotron XZ,2016,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,Tata
3045,Tata Indica V2 Turbomax DLS BS IV,2012,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,135.0,5.0,2500.0,Tata
3046,Hyundai i20 1.4 CRDi Magna,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,2.2841643170705592,5.0,2750.0,Hyundai
3047,Tata Indica V2 DLS,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,0.866758781031239,5.0,2500.0,Tata
3048,Tata Tiago 1.2 Revotron XT,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,Tata
3049,Tata Tiago 1.2 Revotron XT,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,Tata
3050,Maruti Wagon R VXI BS IV,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
3051,Hyundai Santro Xing XG,2005,95000,125000,Petrol,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Hyundai
3052,Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,190.0,5.0,1750.0,Tata
3053,Hyundai Santro Xing XL,2007,200000,120000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Hyundai
3054,Renault Pulse RxL Optional,2017,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,Renault
3055,Mahindra Bolero SLX 2WD,2010,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180.0,7.0,1500.0,Mahindra
3056,Maruti Wagon R VXI Minor,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
3057,Ford Figo 1.5D Base MT,2015,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,Ford
3058,Tata Indigo CR4,2012,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,140.0,5.0,3000.0,Tata
3059,Hyundai i20 Magna 1.2,2014,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
3060,Ford EcoSport 1.5 Diesel Trend BSIV,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,3250.0,Ford
3061,Hyundai i10 Era,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,Hyundai
3062,Hyundai Verna 1.6 CRDI AT SX Option,2016,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.2,259.9,5.0,2750.0,Hyundai
3063,Hyundai Verna 1.6 CRDi S Option,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,259.8,5.0,2750.0,Hyundai
3064,Mahindra Thar CRDe AC,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,247.0,6.0,2000.0,Mahindra
3065,Maruti Swift Dzire Vdi BSIV,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,Maruti
3066,Hyundai i10 Era,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,Hyundai
3067,Hyundai Xcent 1.2 Kappa Base,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,114.0,5.0,4000.0,Hyundai
3068,Maruti Swift Dzire LDI,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,Maruti
3069,Mahindra XUV500 W10 2WD,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,Mahindra
3070,Volkswagen Ameo 1.5 TDI Comfortline,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,250.0,5.0,3000.0,Volkswagen
3071,Toyota Corolla Altis 1.8 VL AT,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,173.0,5.0,4000.0,Toyota
3072,Hyundai Grand i10 Sportz,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,Hyundai
3073,Mahindra XUV500 W10 2WD,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,Mahindra
3074,Honda WR-V i-VTEC S,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,110.0,5.0,4800.0,Honda
3075,Maruti Swift Dzire VDI,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
3076,Maruti Swift ZXI 2018,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,Maruti
3077,Chevrolet Beat LT,2010,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,Chevrolet
3078,Maruti Swift Dzire VXI,2014,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,Maruti
3079,Mahindra Scorpio SLX 4WD,2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,290.0,8.0,2800.0,Mahindra
3080,Mahindra KUV 100 mFALCON D75 K6 Plus,2016,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,Mahindra
3081,Honda City i DTEC VX,2015,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,200.0,5.0,1750.0,Honda
3082,Maruti 800 DX,1996,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500.0,Maruti
3083,Maruti Wagon R AMT VXI Option,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,90.0,5.0,3500.0,Maruti
3084,Toyota Etios Liva VD,2015,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,5.0,2400.0,Toyota
3085,Tata Sumo SE Plus BSII,2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,1.2236594555735139,10.0,2500.0,Tata
3086,Maruti Swift Vdi BSIII,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,Maruti
3087,Mahindra XUV500 W6 2WD,2016,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,Mahindra
3088,Ford Ikon 1.4 TDCi DuraTorq,2009,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,160.0,5.0,2000.0,Ford
3089,Maruti Swift Vdi BSIII,2008,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,Maruti
3090,Honda Jazz V CVT,2018,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,110.0,5.0,4800.0,Honda
3091,Hyundai Verna 1.6 Xi ABS,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,1.5193771573371133,5.0,3000.0,Hyundai
3092,Maruti Alto LXi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
3093,Volkswagen Vento 1.5 TDI Highline,2014,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,250.0,5.0,2500.0,Volkswagen
3094,Mahindra Xylo E4 BS III,2013,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498.0,112.0,260.0,7.0,2200.0,Mahindra
3095,Maruti Baleno Zeta 1.2,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,Maruti
3096,Maruti Alto 800 VXI,2016,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,5.0,3500.0,Maruti
3097,Maruti Alto K10 VXI,2017,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500.0,Maruti
3098,Hyundai Creta 1.6 CRDi Anniversary Edition,2015,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,Hyundai
3099,Tata Indica V2 GLX BSIII,2008,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,1.2644481040926312,5.0,2600.0,Tata
3100,Tata Tiago 1.2 Revotron XZ,2018,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,Tata
3101,Tata New Safari DICOR 2.2 GX 4x2,2009,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,320.0,7.0,2700.0,Tata
3102,Mahindra Xylo E4 ABS BS IV,2012,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,260.0,7.0,2200.0,Mahindra
3103,Mahindra Bolero Power Plus SLE,2017,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195.0,7.0,2200.0,Mahindra
3104,Maruti Swift Dzire ZDi,2011,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,Maruti
3105,Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,151.0,5.0,4850.0,Hyundai
3106,Maruti Alto 800 LX,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500.0,Maruti
3107,Maruti Swift Dzire AMT VXI,2017,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,Maruti
3108,Skoda Rapid 1.6 TDI Ambition,2012,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,250.0,5.0,2500.0,Skoda
3109,Chevrolet Cruze LTZ AT,2011,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,327.0,4.0,2600.0,Chevrolet
3110,Hyundai i20 1.2 Magna Executive,2017,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
3111,Hyundai Creta 1.6 VTVT E Plus,2017,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,151.0,5.0,4850.0,Hyundai
3112,Maruti Ritz VDi,2012,229999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190.0,5.0,2000.0,Maruti
3113,Toyota Glanza G CVT,2019,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197.0,81.8,113.0,5.0,4200.0,Toyota
3114,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995.0,63.0,90.3,5.0,4200.0,Chevrolet
3115,Maruti SX4 Vxi BSIII,2009,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,14.78588508817996,5.0,4100.0,Maruti
3116,Tata Indigo Grand Dicor,2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396.0,70.0,140.0,5.0,3000.0,Tata
3117,Hyundai Creta 1.6 Gamma SX Plus,2015,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,151.0,5.0,4850.0,Hyundai
3118,Hyundai i20 1.4 Asta Option,2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
3119,Chevrolet Beat Diesel LT,2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,142.5,5.0,1750.0,Chevrolet
3120,Tata Indica Vista Quadrajet LS,2012,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,190.0,5.0,3000.0,Tata
3121,Tata Tiago 1.2 Revotron XT,2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,Tata
3122,Maruti 800 Std,2002,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,4.0,2500.0,Maruti
3123,Hyundai Verna VTVT 1.6 SX Option,2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,151.0,5.0,4850.0,Hyundai
3124,Honda City i DTEC VX,2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,200.0,5.0,1750.0,Honda
3125,Hyundai i20 1.2 Asta,2010,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,1.1624764827948384,5.0,4000.0,Hyundai
3126,Maruti Wagon R VXI,2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
3127,Mahindra Xylo E4 BS III,2014,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,260.0,7.0,2200.0,Mahindra
3128,Hyundai Santro Sportz BSIV,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99.0,5.0,4500.0,Hyundai
3129,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,3250.0,Ford
3130,Maruti Swift Star VDI,2013,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,5.0,2000.0,Maruti
